latitude,longitude,path,row,scan,track,acq_date,acq_time,satellite,confidence,daynight
41.613121,-87.328443,022,031,2415,4458,2025-01-25,1629,L9,M,D
41.613122,-87.328083,022,031,2416,4458,2025-01-25,1629,L9,H,D
41.613123,-87.327723,022,031,2417,4458,2025-01-25,1629,L9,M,D
41.613392,-87.328084,022,031,2416,4457,2025-01-25,1629,L9,H,D
41.613661,-87.328445,022,031,2415,4456,2025-01-25,1629,L9,H,D
41.613662,-87.328085,022,031,2416,4456,2025-01-25,1629,L9,H,D
41.613663,-87.327725,022,031,2417,4456,2025-01-25,1629,L9,H,D
41.613664,-87.327365,022,031,2418,4456,2025-01-25,1629,L9,M,D
41.613932,-87.328087,022,031,2416,4455,2025-01-25,1629,L9,H,D
41.613933,-87.327727,022,031,2417,4455,2025-01-25,1629,L9,H,D
41.615014,-87.327732,022,031,2417,4451,2025-01-25,1629,L9,H,D
41.615284,-87.327734,022,031,2417,4450,2025-01-25,1629,L9,H,D
41.616365,-87.327739,022,031,2417,4446,2025-01-25,1629,L9,H,D
41.616635,-87.3281,022,031,2416,4445,2025-01-25,1629,L9,H,D
41.616636,-87.32774,022,031,2417,4445,2025-01-25,1629,L9,H,D
41.616637,-87.32738,022,031,2418,4445,2025-01-25,1629,L9,M,D
41.616906,-87.327742,022,031,2417,4444,2025-01-25,1629,L9,H,D
41.617977,-87.330988,022,031,2408,4440,2025-01-25,1629,L9,H,D
41.617978,-87.330628,022,031,2409,4440,2025-01-25,1629,L9,H,D
41.617979,-87.330268,022,031,2410,4440,2025-01-25,1629,L9,M,D
41.618248,-87.330989,022,031,2408,4439,2025-01-25,1629,L9,H,D
41.618249,-87.330629,022,031,2409,4439,2025-01-25,1629,L9,H,D
41.61825,-87.330269,022,031,2410,4439,2025-01-25,1629,L9,H,D
41.618518,-87.330991,022,031,2408,4438,2025-01-25,1629,L9,M,D
41.618519,-87.330631,022,031,2409,4438,2025-01-25,1629,L9,H,D
41.61852,-87.330271,022,031,2410,4438,2025-01-25,1629,L9,H,D
41.618521,-87.32991,022,031,2411,4438,2025-01-25,1629,L9,H,D
41.618789,-87.330632,022,031,2409,4437,2025-01-25,1629,L9,M,D
41.61879,-87.330272,022,031,2410,4437,2025-01-25,1629,L9,M,D
41.620683,-87.329922,022,031,2411,4430,2025-01-25,1629,L9,M,D
41.620844,-87.365933,022,031,2311,4429,2025-01-25,1629,L9,H,D
41.620845,-87.365573,022,031,2312,4429,2025-01-25,1629,L9,H,D
41.620953,-87.329923,022,031,2411,4429,2025-01-25,1629,L9,M,D
41.620954,-87.329563,022,031,2412,4429,2025-01-25,1629,L9,M,D
41.621229,-87.327764,022,031,2417,4428,2025-01-25,1629,L9,M,D
41.621382,-87.366657,022,031,2309,4427,2025-01-25,1629,L9,H,D
41.623659,-87.328496,022,031,2415,4419,2025-01-25,1629,L9,M,D
41.62366,-87.328136,022,031,2416,4419,2025-01-25,1629,L9,M,D
41.623909,-87.33534,022,031,2396,4418,2025-01-25,1629,L9,H,D
41.623911,-87.33498,022,031,2397,4418,2025-01-25,1629,L9,M,D
41.623929,-87.328498,022,031,2415,4418,2025-01-25,1629,L9,M,D
41.624187,-87.33282,022,031,2403,4417,2025-01-25,1629,L9,H,D
41.624188,-87.33246,022,031,2404,4417,2025-01-25,1629,L9,H,D
41.624189,-87.3321,022,031,2405,4417,2025-01-25,1629,L9,M,D
41.624194,-87.3303,022,031,2410,4417,2025-01-25,1629,L9,M,D
41.624463,-87.330661,022,031,2409,4416,2025-01-25,1629,L9,M,D
41.624465,-87.330301,022,031,2410,4416,2025-01-25,1629,L9,H,D
41.624735,-87.330302,022,031,2410,4415,2025-01-25,1629,L9,H,D
41.624736,-87.329942,022,031,2411,4415,2025-01-25,1629,L9,H,D
41.624989,-87.335706,022,031,2395,4414,2025-01-25,1629,L9,H,D
41.62499,-87.335345,022,031,2396,4414,2025-01-25,1629,L9,M,D
41.625005,-87.330304,022,031,2410,4414,2025-01-25,1629,L9,H,D
41.625006,-87.329944,022,031,2411,4414,2025-01-25,1629,L9,H,D
41.625182,-87.361276,022,031,2324,4413,2025-01-25,1629,L9,H,D
41.625389,-87.144115,022,031,2927,4414,2025-01-25,1629,L9,H,D
41.625448,-87.362718,022,031,2320,4412,2025-01-25,1629,L9,H,D
41.62647,-87.144117,022,031,2927,4410,2025-01-25,1629,L9,H,D
41.62674,-87.144118,022,031,2927,4409,2025-01-25,1629,L9,M,D
41.62701,-87.144119,022,031,2927,4408,2025-01-25,1629,L9,M,D
41.628402,-87.368497,022,031,2304,4401,2025-01-25,1629,L9,H,D
41.628672,-87.368499,022,031,2304,4400,2025-01-25,1629,L9,H,D
41.636202,-87.140897,022,031,2936,4374,2025-01-25,1629,L9,L,D
41.636213,-87.131532,022,031,2962,4374,2025-01-25,1629,L9,L,D
41.636741,-87.141979,022,031,2933,4372,2025-01-25,1629,L9,L,D
41.636741,-87.141619,022,031,2934,4372,2025-01-25,1629,L9,H,D
41.636742,-87.141259,022,031,2935,4372,2025-01-25,1629,L9,M,D
41.637012,-87.141619,022,031,2934,4371,2025-01-25,1629,L9,H,D
41.637012,-87.141259,022,031,2935,4371,2025-01-25,1629,L9,L,D
41.637291,-87.133696,022,031,2956,4370,2025-01-25,1629,L9,L,D
41.637292,-87.133335,022,031,2957,4370,2025-01-25,1629,L9,L,D
41.637292,-87.132975,022,031,2958,4370,2025-01-25,1629,L9,L,D
41.637293,-87.132615,022,031,2959,4370,2025-01-25,1629,L9,L,D
41.637562,-87.133696,022,031,2956,4369,2025-01-25,1629,L9,L,D
41.637562,-87.133336,022,031,2957,4369,2025-01-25,1629,L9,H,D
41.637831,-87.134057,022,031,2955,4368,2025-01-25,1629,L9,L,D
41.640257,-87.139105,022,031,2941,4359,2025-01-25,1629,L9,H,D
41.640258,-87.138745,022,031,2942,4359,2025-01-25,1629,L9,H,D
41.640258,-87.138385,022,031,2943,4359,2025-01-25,1629,L9,L,D
41.640526,-87.140546,022,031,2937,4358,2025-01-25,1629,L9,L,D
41.640528,-87.138745,022,031,2942,4358,2025-01-25,1629,L9,M,D
41.640528,-87.138385,022,031,2943,4358,2025-01-25,1629,L9,H,D
41.640529,-87.138025,022,031,2944,4358,2025-01-25,1629,L9,H,D
41.640698,-87.408192,022,031,2194,4355,2025-01-25,1629,L9,M,D
41.640699,-87.407831,022,031,2195,4355,2025-01-25,1629,L9,M,D
41.640799,-87.138025,022,031,2944,4357,2025-01-25,1629,L9,H,D
41.640969,-87.407833,022,031,2195,4354,2025-01-25,1629,L9,L,D
41.642418,-87.13983,022,031,2939,4351,2025-01-25,1629,L9,H,D
41.642419,-87.13947,022,031,2940,4351,2025-01-25,1629,L9,H,D
41.642419,-87.13911,022,031,2941,4351,2025-01-25,1629,L9,H,D
41.642688,-87.139831,022,031,2939,4350,2025-01-25,1629,L9,M,D
41.642689,-87.13947,022,031,2940,4350,2025-01-25,1629,L9,H,D
41.642689,-87.13911,022,031,2941,4350,2025-01-25,1629,L9,H,D
41.642959,-87.139471,022,031,2940,4349,2025-01-25,1629,L9,H,D
41.642959,-87.139111,022,031,2941,4349,2025-01-25,1629,L9,H,D
41.655665,-85.823311,022,031,6593,4280,2025-01-25,1629,L9,L,D
41.655669,-85.823671,022,031,6592,4280,2025-01-25,1629,L9,L,D
41.655935,-85.823306,022,031,6593,4279,2025-01-25,1629,L9,L,D
41.655939,-85.823666,022,031,6592,4279,2025-01-25,1629,L9,L,D
41.656376,-86.797566,022,031,3889,4299,2025-01-25,1629,L9,H,D
41.658108,-87.623051,022,031,1598,4287,2025-01-25,1629,L9,H,D
41.65811,-87.622691,022,031,1599,4287,2025-01-25,1629,L9,H,D
41.658112,-87.62233,022,031,1600,4287,2025-01-25,1629,L9,L,D
41.658379,-87.623054,022,031,1598,4286,2025-01-25,1629,L9,H,D
41.658381,-87.622693,022,031,1599,4286,2025-01-25,1629,L9,H,D
41.658382,-87.622333,022,031,1600,4286,2025-01-25,1629,L9,H,D
41.658651,-87.622696,022,031,1599,4285,2025-01-25,1629,L9,H,D
41.664952,-87.426002,022,031,2145,4265,2025-01-25,1629,L9,M,D
41.671418,-87.43109,022,031,2131,4241,2025-01-25,1629,L9,H,D
41.67142,-87.43073,022,031,2132,4241,2025-01-25,1629,L9,M,D
41.671689,-87.431092,022,031,2131,4240,2025-01-25,1629,L9,M,D
41.67169,-87.430732,022,031,2132,4240,2025-01-25,1629,L9,M,D
41.672164,-87.448034,022,031,2084,4238,2025-01-25,1629,L9,M,D
41.672166,-87.447674,022,031,2085,4238,2025-01-25,1629,L9,H,D
41.672167,-87.447313,022,031,2086,4238,2025-01-25,1629,L9,M,D
41.673028,-87.434345,022,031,2122,4235,2025-01-25,1629,L9,L,D
41.673375,-87.482641,022,031,1988,4233,2025-01-25,1629,L9,H,D
41.673377,-87.482281,022,031,1989,4233,2025-01-25,1629,L9,H,D
41.674642,-87.436158,022,031,2117,4229,2025-01-25,1629,L9,M,D
41.674912,-87.436159,022,031,2117,4228,2025-01-25,1629,L9,M,D
41.674914,-87.435799,022,031,2118,4228,2025-01-25,1629,L9,M,D
41.675185,-87.435441,022,031,2119,4227,2025-01-25,1629,L9,M,D
41.675196,-87.432557,022,031,2127,4227,2025-01-25,1629,L9,M,D
41.675455,-87.435442,022,031,2119,4226,2025-01-25,1629,L9,M,D
41.675457,-87.435082,022,031,2120,4226,2025-01-25,1629,L9,H,D
41.675727,-87.435084,022,031,2120,4225,2025-01-25,1629,L9,H,D
41.675728,-87.434723,022,031,2121,4225,2025-01-25,1629,L9,M,D
41.681191,-87.4189,022,031,2165,4205,2025-01-25,1629,L9,M,D
41.682779,-87.427922,022,031,2140,4199,2025-01-25,1629,L9,M,D
41.682795,-87.423597,022,031,2152,4199,2025-01-25,1629,L9,H,D
41.682797,-87.423236,022,031,2153,4199,2025-01-25,1629,L9,H,D
41.68305,-87.427924,022,031,2140,4198,2025-01-25,1629,L9,M,D
41.683051,-87.427563,022,031,2141,4198,2025-01-25,1629,L9,H,D
41.683066,-87.423599,022,031,2152,4198,2025-01-25,1629,L9,H,D
41.683067,-87.423238,022,031,2153,4198,2025-01-25,1629,L9,H,D
41.683329,-87.425403,022,031,2147,4197,2025-01-25,1629,L9,H,D
41.68333,-87.425042,022,031,2148,4197,2025-01-25,1629,L9,H,D
41.683599,-87.425404,022,031,2147,4196,2025-01-25,1629,L9,H,D
41.683601,-87.425044,022,031,2148,4196,2025-01-25,1629,L9,H,D
41.683602,-87.424683,022,031,2149,4196,2025-01-25,1629,L9,H,D
41.68387,-87.425406,022,031,2147,4195,2025-01-25,1629,L9,H,D
41.683871,-87.425046,022,031,2148,4195,2025-01-25,1629,L9,H,D
41.683872,-87.424685,022,031,2149,4195,2025-01-25,1629,L9,M,D
41.68414,-87.425408,022,031,2147,4194,2025-01-25,1629,L9,M,D
41.684141,-87.425047,022,031,2148,4194,2025-01-25,1629,L9,M,D
41.748703,-85.729966,022,031,6847,3932,2025-01-25,1629,L9,H,D
41.761115,-86.171809,022,031,5622,3901,2025-01-25,1629,L9,H,D
41.761385,-86.171806,022,031,5622,3900,2025-01-25,1629,L9,L,D
41.768073,-87.837424,022,031,1007,3875,2025-01-25,1629,L9,H,D
41.768343,-87.837427,022,031,1007,3874,2025-01-25,1629,L9,L,D
41.785543,-86.226371,022,031,5470,3812,2025-01-25,1629,L9,H,D
41.792314,-86.599634,022,031,4436,3794,2025-01-25,1629,L9,M,D
41.792586,-86.599993,022,031,4435,3793,2025-01-25,1629,L9,H,D
41.792856,-86.599992,022,031,4435,3792,2025-01-25,1629,L9,H,D
41.792857,-86.600353,022,031,4434,3792,2025-01-25,1629,L9,L,D
41.793124,-86.599268,022,031,4437,3791,2025-01-25,1629,L9,L,D
41.793126,-86.59999,022,031,4435,3791,2025-01-25,1629,L9,L,D
41.811987,-86.667774,022,031,4247,3722,2025-01-25,1629,L9,H,D
41.811988,-86.668136,022,031,4246,3722,2025-01-25,1629,L9,M,D
41.812257,-86.667773,022,031,4247,3721,2025-01-25,1629,L9,H,D
41.812258,-86.668134,022,031,4246,3721,2025-01-25,1629,L9,H,D
41.835022,-87.916338,022,031,791,3625,2025-01-25,1629,L9,H,D
41.835292,-87.916342,022,031,791,3624,2025-01-25,1629,L9,H,D
41.835295,-87.915981,022,031,792,3624,2025-01-25,1629,L9,M,D
41.870101,-87.887919,022,031,871,3496,2025-01-25,1629,L9,H,D
41.870104,-87.887557,022,031,872,3496,2025-01-25,1629,L9,H,D
41.870372,-87.887922,022,031,871,3495,2025-01-25,1629,L9,H,D
41.870374,-87.887561,022,031,872,3495,2025-01-25,1629,L9,H,D
41.881266,-85.795318,022,031,6659,3444,2025-01-25,1629,L9,H,D
42.004317,-87.7869,022,031,1155,3002,2025-01-25,1629,L9,H,D
42.067915,-87.686875,022,031,1433,2769,2025-01-25,1629,L9,L,D
42.076131,-87.713076,022,031,1361,2738,2025-01-25,1629,L9,H,D
42.12319,-87.748446,022,031,1265,2563,2025-01-25,1629,L9,H,D
42.156148,-85.612551,022,031,7148,2419,2025-01-25,1629,L9,L,D
42.234362,-85.79117,022,031,6652,2137,2025-01-25,1629,L9,H,D
35.13865,-88.414754,022,035,4301,7286,2025-01-25,1630,L9,L,D
35.144528,-88.249213,022,035,4804,7271,2025-01-25,1630,L9,M,D
35.152987,-88.414673,022,035,4302,7233,2025-01-25,1630,L9,H,D
35.228784,-88.815508,022,035,3090,6933,2025-01-25,1630,L9,M,D
35.229054,-88.815514,022,035,3090,6932,2025-01-25,1630,L9,H,D
35.229059,-88.815185,022,035,3091,6932,2025-01-25,1630,L9,M,D
35.280996,-88.001593,022,035,5561,6775,2025-01-25,1630,L9,L,D
35.302565,-88.92405,022,035,2766,6654,2025-01-25,1630,L9,L,D
35.392319,-89.254471,022,035,1772,6301,2025-01-25,1630,L9,M,D
35.39259,-89.254478,022,035,1772,6300,2025-01-25,1630,L9,H,D
35.470887,-89.755481,022,035,263,5972,2025-01-25,1630,L9,L,D
35.470894,-89.755151,022,035,264,5972,2025-01-25,1630,L9,H,D
35.544267,-89.197835,022,035,1956,5743,2025-01-25,1630,L9,H,D
35.544273,-89.197504,022,035,1957,5743,2025-01-25,1630,L9,L,D
35.54666,-88.404015,022,035,4355,5778,2025-01-25,1630,L9,H,D
35.546664,-88.403685,022,035,4356,5778,2025-01-25,1630,L9,H,D
35.558938,-89.688011,022,035,476,5652,2025-01-25,1630,L9,M,D
35.575746,-88.648844,022,035,3617,5659,2025-01-25,1630,L9,H,D
35.578922,-89.104768,022,035,2240,5621,2025-01-25,1630,L9,M,D
35.579192,-89.104775,022,035,2240,5620,2025-01-25,1630,L9,M,D
35.579727,-89.10512,022,035,2239,5618,2025-01-25,1630,L9,M,D
35.579733,-89.104789,022,035,2240,5618,2025-01-25,1630,L9,M,D
35.598676,-88.943034,022,035,2730,5558,2025-01-25,1630,L9,M,D
35.627665,-88.044991,022,035,5443,5492,2025-01-25,1630,L9,H,D
35.668522,-89.130648,022,035,2169,5288,2025-01-25,1630,L9,H,D
35.698379,-89.555449,022,035,890,5147,2025-01-25,1630,L9,M,D
35.698386,-89.555117,022,035,891,5147,2025-01-25,1630,L9,H,D
35.727567,-88.811504,022,035,3136,5089,2025-01-25,1630,L9,H,D
35.727572,-88.811172,022,035,3137,5089,2025-01-25,1630,L9,H,D
35.727837,-88.81151,022,035,3136,5088,2025-01-25,1630,L9,H,D
35.727842,-88.811179,022,035,3137,5088,2025-01-25,1630,L9,H,D
35.727857,-88.810184,022,035,3140,5088,2025-01-25,1630,L9,M,D
35.727862,-88.809852,022,035,3141,5088,2025-01-25,1630,L9,H,D
35.728108,-88.811516,022,035,3136,5087,2025-01-25,1630,L9,H,D
35.728113,-88.811185,022,035,3137,5087,2025-01-25,1630,L9,M,D
35.728128,-88.81019,022,035,3140,5087,2025-01-25,1630,L9,H,D
35.728133,-88.809858,022,035,3141,5087,2025-01-25,1630,L9,H,D
35.731783,-88.782743,022,035,3223,5075,2025-01-25,1630,L9,M,D
35.731788,-88.782411,022,035,3224,5075,2025-01-25,1630,L9,M,D
35.732058,-88.782417,022,035,3224,5074,2025-01-25,1630,L9,H,D
35.732329,-88.782423,022,035,3224,5073,2025-01-25,1630,L9,H,D
35.732334,-88.782091,022,035,3225,5073,2025-01-25,1630,L9,M,D
35.766935,-89.390751,022,035,1393,4906,2025-01-25,1630,L9,L,D
35.769624,-89.391496,022,035,1391,4896,2025-01-25,1630,L9,H,D
35.769888,-89.391835,022,035,1390,4895,2025-01-25,1630,L9,H,D
35.769894,-89.391504,022,035,1391,4895,2025-01-25,1630,L9,H,D
35.769907,-89.39084,022,035,1393,4895,2025-01-25,1630,L9,H,D
35.769914,-89.390509,022,035,1394,4895,2025-01-25,1630,L9,H,D
35.770164,-89.391512,022,035,1391,4894,2025-01-25,1630,L9,H,D
35.770178,-89.390849,022,035,1393,4894,2025-01-25,1630,L9,M,D
35.782334,-88.873151,022,035,2954,4883,2025-01-25,1630,L9,H,D
35.803219,-88.686401,022,035,3518,4816,2025-01-25,1630,L9,L,D
35.844533,-89.147969,022,035,2131,4636,2025-01-25,1630,L9,H,D
35.844803,-89.147976,022,035,2131,4635,2025-01-25,1630,L9,H,D
35.866119,-88.353476,022,035,4524,4599,2025-01-25,1630,L9,L,D
35.866123,-88.353144,022,035,4525,4599,2025-01-25,1630,L9,H,D
35.905497,-89.412198,022,035,1341,4392,2025-01-25,1630,L9,H,D
35.905767,-89.412206,022,035,1341,4391,2025-01-25,1630,L9,H,D
35.905774,-89.411874,022,035,1342,4391,2025-01-25,1630,L9,H,D
35.934122,-88.779628,022,035,3246,4327,2025-01-25,1630,L9,M,D
35.934392,-88.779634,022,035,3246,4326,2025-01-25,1630,L9,H,D
35.963589,-88.85181,022,035,3031,4214,2025-01-25,1630,L9,M,D
35.963859,-88.851816,022,035,3031,4213,2025-01-25,1630,L9,H,D
35.963864,-88.851484,022,035,3032,4213,2025-01-25,1630,L9,M,D
35.980533,-88.634932,022,035,3684,4163,2025-01-25,1630,L9,H,D
35.980804,-88.634938,022,035,3684,4162,2025-01-25,1630,L9,H,D
35.980808,-88.634605,022,035,3685,4162,2025-01-25,1630,L9,L,D
35.99294,-88.176257,022,035,5063,4137,2025-01-25,1630,L9,M,D
35.993207,-88.176594,022,035,5062,4136,2025-01-25,1630,L9,H,D
35.99321,-88.176261,022,035,5063,4136,2025-01-25,1630,L9,H,D
35.99348,-88.176265,022,035,5063,4135,2025-01-25,1630,L9,H,D
36.015634,-89.394583,022,035,1404,3986,2025-01-25,1630,L9,H,D
36.015905,-89.394591,022,035,1404,3985,2025-01-25,1630,L9,M,D
36.017211,-88.385351,022,035,4436,4039,2025-01-25,1630,L9,M,D
36.019405,-88.382726,022,035,4444,4031,2025-01-25,1630,L9,L,D
36.019676,-88.38273,022,035,4444,4030,2025-01-25,1630,L9,H,D
36.036054,-87.983761,022,035,5643,3984,2025-01-25,1630,L9,L,D
36.036324,-87.983764,022,035,5643,3983,2025-01-25,1630,L9,H,D
36.036592,-87.984101,022,035,5642,3982,2025-01-25,1630,L9,M,D
36.036595,-87.983768,022,035,5643,3982,2025-01-25,1630,L9,L,D
36.036863,-87.984104,022,035,5642,3981,2025-01-25,1630,L9,M,D
36.07692,-87.946954,022,035,5755,3834,2025-01-25,1630,L9,H,D
36.109506,-89.419424,022,035,1338,3637,2025-01-25,1630,L9,H,D
36.207487,-87.628146,022,035,6715,3359,2025-01-25,1630,L9,L,D
36.207488,-87.627812,022,035,6716,3359,2025-01-25,1630,L9,L,D
36.246424,-88.611408,022,035,3771,3181,2025-01-25,1630,L9,L,D
36.246428,-88.611074,022,035,3772,3181,2025-01-25,1630,L9,M,D
36.246433,-88.610741,022,035,3773,3181,2025-01-25,1630,L9,M,D
36.24669,-88.611747,022,035,3770,3180,2025-01-25,1630,L9,H,D
36.246694,-88.611414,022,035,3771,3180,2025-01-25,1630,L9,H,D
36.246699,-88.61108,022,035,3772,3180,2025-01-25,1630,L9,H,D
36.246703,-88.610746,022,035,3773,3180,2025-01-25,1630,L9,H,D
36.24696,-88.611753,022,035,3770,3179,2025-01-25,1630,L9,H,D
36.246969,-88.611085,022,035,3772,3179,2025-01-25,1630,L9,M,D
36.362457,-88.274081,022,035,4787,2767,2025-01-25,1630,L9,L,D
36.36246,-88.273747,022,035,4788,2767,2025-01-25,1630,L9,H,D
36.362731,-88.273752,022,035,4788,2766,2025-01-25,1630,L9,H,D
36.378674,-87.577344,022,035,6871,2727,2025-01-25,1630,L9,H,D
36.390466,-88.002591,022,035,5600,2673,2025-01-25,1630,L9,M,D
36.461383,-87.817349,022,035,6156,2416,2025-01-25,1630,L9,H,D
36.491162,-87.634783,022,034,5372,7580,2025-01-25,1630,L9,H,D
36.491162,-87.634783,022,035,6702,2310,2025-01-25,1630,L9,H,D
36.491163,-87.634448,022,034,5373,7580,2025-01-25,1630,L9,H,D
36.491163,-87.634448,022,035,6703,2310,2025-01-25,1630,L9,H,D
36.491432,-87.634786,022,034,5372,7579,2025-01-25,1630,L9,H,D
36.491432,-87.634786,022,035,6702,2309,2025-01-25,1630,L9,H,D
36.55647,-87.337634,022,034,6260,7343,2025-01-25,1630,L9,H,D
36.55647,-87.337634,022,035,7590,2073,2025-01-25,1630,L9,H,D
36.556471,-87.337299,022,034,6261,7343,2025-01-25,1630,L9,L,D
36.556471,-87.337299,022,035,7591,2073,2025-01-25,1630,L9,L,D
36.55674,-87.337635,022,035,7590,2072,2025-01-25,1630,L9,H,D
36.55674,-87.337635,022,034,6260,7342,2025-01-25,1630,L9,H,D
36.562094,-87.760746,022,035,6328,2045,2025-01-25,1630,L9,H,D
36.562094,-87.760746,022,034,4998,7315,2025-01-25,1630,L9,H,D
36.562096,-87.760411,022,034,4999,7315,2025-01-25,1630,L9,M,D
36.562362,-87.761084,022,034,4997,7314,2025-01-25,1630,L9,L,D
36.562362,-87.761084,022,035,6327,2044,2025-01-25,1630,L9,L,D
36.562364,-87.760749,022,035,6328,2044,2025-01-25,1630,L9,H,D
36.562364,-87.760749,022,034,4998,7314,2025-01-25,1630,L9,H,D
36.574071,-89.252152,022,035,1880,1931,2025-01-25,1630,L9,H,D
36.574077,-89.251817,022,035,1881,1931,2025-01-25,1630,L9,H,D
36.574335,-89.252495,022,035,1879,1930,2025-01-25,1630,L9,H,D
36.574341,-89.25216,022,035,1880,1930,2025-01-25,1630,L9,H,D
36.574348,-89.251825,022,035,1881,1930,2025-01-25,1630,L9,H,D
36.574354,-89.25149,022,035,1882,1930,2025-01-25,1630,L9,H,D
36.574605,-89.252503,022,035,1879,1929,2025-01-25,1630,L9,H,D
36.574611,-89.252168,022,035,1880,1929,2025-01-25,1630,L9,H,D
36.574618,-89.251833,022,035,1881,1929,2025-01-25,1630,L9,H,D
36.574624,-89.251498,022,035,1882,1929,2025-01-25,1630,L9,H,D
36.57463,-89.251163,022,035,1883,1929,2025-01-25,1630,L9,H,D
36.574869,-89.252846,022,035,1878,1928,2025-01-25,1630,L9,H,D
36.574875,-89.252511,022,035,1879,1928,2025-01-25,1630,L9,H,D
36.574882,-89.252176,022,035,1880,1928,2025-01-25,1630,L9,H,D
36.574894,-89.251506,022,035,1882,1928,2025-01-25,1630,L9,H,D
36.574901,-89.251171,022,035,1883,1928,2025-01-25,1630,L9,H,D
36.575139,-89.252854,022,035,1878,1927,2025-01-25,1630,L9,H,D
36.575146,-89.252519,022,035,1879,1927,2025-01-25,1630,L9,H,D
36.575152,-89.252184,022,035,1880,1927,2025-01-25,1630,L9,H,D
36.575165,-89.251514,022,035,1882,1927,2025-01-25,1630,L9,H,D
36.575171,-89.251179,022,035,1883,1927,2025-01-25,1630,L9,H,D
36.57541,-89.252862,022,035,1878,1926,2025-01-25,1630,L9,H,D
36.575416,-89.252527,022,035,1879,1926,2025-01-25,1630,L9,H,D
36.575422,-89.252192,022,035,1880,1926,2025-01-25,1630,L9,H,D
36.575435,-89.251521,022,035,1882,1926,2025-01-25,1630,L9,H,D
36.575441,-89.251186,022,035,1883,1926,2025-01-25,1630,L9,H,D
36.57568,-89.25287,022,035,1878,1925,2025-01-25,1630,L9,H,D
36.575686,-89.252534,022,035,1879,1925,2025-01-25,1630,L9,H,D
36.575692,-89.252199,022,035,1880,1925,2025-01-25,1630,L9,H,D
36.575699,-89.251864,022,035,1881,1925,2025-01-25,1630,L9,H,D
36.575705,-89.251529,022,035,1882,1925,2025-01-25,1630,L9,H,D
36.575781,-89.247509,022,035,1894,1925,2025-01-25,1630,L9,H,D
36.575787,-89.247174,022,035,1895,1925,2025-01-25,1630,L9,H,D
36.575956,-89.252542,022,035,1879,1924,2025-01-25,1630,L9,H,D
36.575963,-89.252207,022,035,1880,1924,2025-01-25,1630,L9,H,D
36.575969,-89.251872,022,035,1881,1924,2025-01-25,1630,L9,H,D
36.575975,-89.251537,022,035,1882,1924,2025-01-25,1630,L9,H,D
36.576051,-89.247516,022,035,1894,1924,2025-01-25,1630,L9,H,D
36.576058,-89.247181,022,035,1895,1924,2025-01-25,1630,L9,H,D
36.576064,-89.246846,022,035,1896,1924,2025-01-25,1630,L9,M,D
36.576227,-89.25255,022,035,1879,1923,2025-01-25,1630,L9,H,D
36.576233,-89.252215,022,035,1880,1923,2025-01-25,1630,L9,H,D
36.576239,-89.25188,022,035,1881,1923,2025-01-25,1630,L9,H,D
36.576246,-89.251545,022,035,1882,1923,2025-01-25,1630,L9,H,D
36.576334,-89.246854,022,035,1896,1923,2025-01-25,1630,L9,H,D
36.576497,-89.252558,022,035,1879,1922,2025-01-25,1630,L9,H,D
36.576503,-89.252223,022,035,1880,1922,2025-01-25,1630,L9,H,D
36.576509,-89.251888,022,035,1881,1922,2025-01-25,1630,L9,H,D
36.576516,-89.251553,022,035,1882,1922,2025-01-25,1630,L9,H,D
36.576604,-89.246862,022,035,1896,1922,2025-01-25,1630,L9,H,D
36.576611,-89.246527,022,035,1897,1922,2025-01-25,1630,L9,H,D
36.576617,-89.246192,022,035,1898,1922,2025-01-25,1630,L9,H,D
36.576623,-89.245857,022,035,1899,1922,2025-01-25,1630,L9,H,D
36.57663,-89.245522,022,035,1900,1922,2025-01-25,1630,L9,M,D
36.576636,-89.245187,022,035,1901,1922,2025-01-25,1630,L9,H,D
36.576773,-89.252231,022,035,1880,1921,2025-01-25,1630,L9,H,D
36.57678,-89.251896,022,035,1881,1921,2025-01-25,1630,L9,H,D
36.576881,-89.246535,022,035,1897,1921,2025-01-25,1630,L9,H,D
36.576887,-89.2462,022,035,1898,1921,2025-01-25,1630,L9,H,D
36.576894,-89.245865,022,035,1899,1921,2025-01-25,1630,L9,H,D
36.5769,-89.24553,022,035,1900,1921,2025-01-25,1630,L9,H,D
36.576906,-89.245195,022,035,1901,1921,2025-01-25,1630,L9,H,D
36.576913,-89.244859,022,035,1902,1921,2025-01-25,1630,L9,H,D
36.577126,-89.247883,022,035,1893,1920,2025-01-25,1630,L9,H,D
36.577164,-89.245872,022,035,1899,1920,2025-01-25,1630,L9,M,D
36.577396,-89.247891,022,035,1893,1919,2025-01-25,1630,L9,H,D
36.577434,-89.24588,022,035,1899,1919,2025-01-25,1630,L9,M,D
36.577692,-89.246558,022,035,1897,1918,2025-01-25,1630,L9,H,D
36.577918,-89.248912,022,035,1890,1917,2025-01-25,1630,L9,H,D
36.577924,-89.248576,022,035,1891,1917,2025-01-25,1630,L9,H,D
36.577962,-89.246566,022,035,1897,1917,2025-01-25,1630,L9,H,D
36.577968,-89.246231,022,035,1898,1917,2025-01-25,1630,L9,H,D
36.578194,-89.248584,022,035,1891,1916,2025-01-25,1630,L9,H,D
36.578201,-89.248249,022,035,1892,1916,2025-01-25,1630,L9,M,D
